#,Name,base_name,form,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Computed Total,Total Match,Offense Score,Defense Score,Bulk Score,Mobility Score,Best Attack,Best Defense,Offense Score Norm,Defense Score Norm,Bulk Score Norm,Mobility Score Norm,Viability Score,Role,Display Name,Type Tuple,Type Offense Raw,Type Defense Raw,Coverage Super Effective Rate,Coverage Resisted Rate,Incoming Weakness Rate,Incoming Resistance Rate,Incoming Immunity Rate,Expected Incoming Multiplier,Type Offense Norm,Type Defense Norm,Offense Capability,Defense Capability,Meta Viability Score
387,Turtwig,Turtwig,Base,Grass,None,318,55,68,64,45,55,31,4,False,318,True,56.5,59.5,58.0,31,68,64,0.2735294117647059,0.1976470588235294,0.2536585365853659,0.14857142857142858,0.22559305185488832,Balanced,Turtwig,"('Grass',)",1.0306249999999983,0.8784370469852222,0.20000000000000007,0.42874999999999935,0.27759472817133446,0.2784184514003295,0.0,1.13838550247117,0.20337552742616116,0.28426125674000846,0.245467858029288,0.24629560743058015,0.22820049750483679
388,Grotle,Grotle,Base,Grass,None,405,75,89,85,55,65,36,4,False,405,True,72.0,75.0,75.0,36,89,85,0.36470588235294116,0.27058823529411763,0.37804878048780494,0.17714285714285713,0.3063324451731912,Balanced,Grotle,"('Grass',)",1.0306249999999983,0.8784370469852222,0.20000000000000007,0.42874999999999935,0.27759472817133446,0.2784184514003295,0.0,1.13838550247117,0.20337552742616116,0.28426125674000846,0.30017374038222916,0.3029225801708958,0.28346756555156766
389,Torterra,Torterra,Base,Grass,Ground,525,95,109,105,75,85,56,4,False,525,True,92.0,95.0,95.0,56,109,105,0.4823529411764706,0.36470588235294116,0.524390243902439,0.2914285714285714,0.42316376306620207,Tank,Torterra,"('Grass', 'Ground')",1.382812499999997,0.8358003435355167,0.4012499999999994,0.21500000000000008,0.22652388797364084,0.10296540362438221,0.04118616144975288,1.1964579901153216,0.678902953586498,0.22742181677843823,0.5609729461404815,0.34971334651051444,0.436492032583563
390,Chimchar,Chimchar,Base,Fire,None,309,44,58,44,58,44,61,4,False,309,True,58.0,44.0,44.0,61,58,44,0.2823529411764706,0.12470588235294118,0.15121951219512197,0.32,0.2242439024390244,Balanced,Chimchar,"('Fire',)",1.1381249999999974,0.9440124407884671,0.25250000000000006,0.3074999999999998,0.2067545304777595,0.29489291598023065,0.0,1.0593080724876442,0.34852320675105475,0.371680507232312,0.3088210474063042,0.23012413976523471,0.27420224625794576
391,Monferno,Monferno,Base,Fire,Fighting,405,64,78,52,78,52,81,4,False,405,True,78.0,52.0,56.0,81,78,52,0.4,0.1623529411764706,0.23902439024390248,0.4342857142857143,0.315250256200041,Balanced,Monferno,"('Fighting', 'Fire')",1.493749999999997,0.8699390891751299,0.44374999999999926,0.06000000000000001,0.3163097199341021,0.30395387149917624,0.0,1.1495057660626031,0.8286919831223636,0.2729325393753447,0.5714767932489455,0.2257526427228782,0.408746905689305
392,Infernape,Infernape,Base,Fire,Fighting,534,76,104,71,104,71,108,4,False,534,True,104.0,71.0,72.66666666666667,108,104,71,0.5529411764705883,0.25176470588235295,0.36097560975609766,0.5885714285714285,0.44637999590079935,DPS,Infernape,"('Fighting', 'Fire')",1.493749999999997,0.8699390891751299,0.44374999999999926,0.06000000000000001,0.3163097199341021,0.30395387149917624,0.0,1.1495057660626031,0.8286919831223636,0.2729325393753447,0.6632414991312985,0.2875345652479858,0.5067996828977493
393,Piplup,Piplup,Base,Water,None,314,53,51,53,61,56,40,4,False,314,True,56.0,54.5,54.0,40,61,56,0.27058823529411763,0.17411764705882352,0.22439024390243906,0.2,0.22311334289813486,Balanced,Piplup,"('Water',)",1.0643749999999983,0.9946743128164401,0.17500000000000007,0.2874999999999998,0.11943986820428334,0.22817133443163096,0.0,1.005354200988468,0.24894514767932577,0.4392183842370741,0.2619310002482009,0.29272609114102766,0.2560572288763089
394,Prinplup,Prinplup,Base,Water,None,405,64,66,68,81,76,50,4,False,405,True,73.5,72.0,69.33333333333333,50,81,76,0.3735294117647059,0.2564705882352941,0.33658536585365856,0.2571428571428571,0.31359858577577376,Balanced,Prinplup,"('Water',)",1.0643749999999983,0.9946743128164401,0.17500000000000007,0.2874999999999998,0.11943986820428334,0.22817133443163096,0.0,1.005354200988468,0.24894514767932577,0.4392183842370741,0.3236957061305539,0.34959840104059725,0.31996901920219534
395,Empoleon,Empoleon,Base,Water,Steel,530,84,86,88,111,101,60,4,False,530,True,98.5,94.5,91.0,60,111,101,0.5205882352941177,0.3623529411764706,0.49512195121951225,0.3142857142857143,0.4346756507481042,Heavy hitter,Empoleon,"('Steel', 'Water')",1.2343749999999971,1.2952787393198522,0.2512500000000001,0.12875000000000003,0.1400329489291598,0.598023064250412,0.051070840197693576,0.7720345963756179,0.47848101265822773,0.8399573220533597,0.5037453462397617,0.5865869460379867,0.48981842706237344
396,Starly,Starly,Base,Normal,Flying,245,40,55,30,30,30,60,4,False,245,True,42.5,30.0,33.333333333333336,60,55,30,0.19117647058823528,0.058823529411764705,0.07317073170731711,0.3142857142857143,0.1591089362574298,Balanced,Starly,"('Flying', 'Normal')",1.2068749999999977,1.0434035227617604,0.2325000000000001,0.10250000000000004,0.12026359143327842,0.1375617792421746,0.0930807248764415,0.9584019769357496,0.44135021097046473,0.5041798089947124,0.29124596674112707,0.2405528418188319,0.259673436823572
397,Staravia,Staravia,Base,Normal,Flying,340,55,75,50,40,40,80,4,False,340,True,57.5,45.0,48.333333333333336,80,75,50,0.27941176470588236,0.12941176470588237,0.18292682926829273,0.42857142857142855,0.2524467103914737,Balanced,Staravia,"('Flying', 'Normal')",1.2068749999999977,1.0434035227617604,0.2325000000000001,0.10250000000000004,0.12026359143327842,0.1375617792421746,0.0930807248764415,0.9584019769357496,0.44135021097046473,0.5041798089947124,0.3441871432117153,0.29269774856201697,0.32763690269772655
398,Staraptor,Staraptor,Base,Normal,Flying,485,85,120,70,50,60,100,4,False,485,True,85.0,65.0,71.66666666666667,100,120,70,0.4411764705882353,0.2235294117647059,0.35365853658536595,0.5428571428571428,0.3895972535355605,DPS,Staraptor,"('Flying', 'Normal')",1.2068749999999977,1.0434035227617604,0.2325000000000001,0.10250000000000004,0.12026359143327842,0.1375617792421746,0.0930807248764415,0.9584019769357496,0.44135021097046473,0.5041798089947124,0.4412459667411271,0.3683218518618735,0.42686310171391834
399,Bidoof,Bidoof,Base,Normal,None,250,59,45,40,35,40,31,4,False,250,True,40.0,40.0,46.333333333333336,31,45,40,0.17647058823529413,0.10588235294117647,0.1682926829268293,0.14857142857142858,0.15160811641729866,Balanced,Bidoof,"('Normal',)",0.8799999999999981,0.9942669932784275,0.0,0.1787500000000001,0.04365733113673806,0.0,0.03789126853377265,1.0057660626029652,0.0,0.4386753822563193,0.10588235294117647,0.2546021471636468,0.16376051707387373
400,Bibarel,Bibarel,Base,Normal,Water,410,79,85,60,55,60,71,4,False,410,True,70.0,60.0,66.33333333333333,71,85,60,0.35294117647058826,0.2,0.3146341463414634,0.37714285714285717,0.31188481246157,Balanced,Bibarel,"('Normal', 'Water')",1.1987499999999964,0.9890020356817526,0.17500000000000007,0.022500000000000003,0.1630971993410214,0.22817133443163096,0.03789126853377265,1.0111202635914334,0.4303797468354419,0.43165661164312163,0.3839166046165297,0.32132118124261455,0.3533171466600603
401,Kricketot,Kricketot,Base,Bug,None,194,37,25,41,25,41,25,4,False,194,True,25.0,41.0,39.666666666666664,25,25,41,0.08823529411764706,0.11058823529411765,0.11951219512195121,0.11428571428571428,0.10528899364623898,Balanced,Kricketot,"('Bug',)",1.006874999999999,0.9131252342169732,0.17750000000000005,0.35999999999999954,0.18369028006589788,0.1771004942339374,0.0,1.0951400329489291,0.17130801687763886,0.3305044457299968,0.12146438322164377,0.2007857094254277,0.14175767230607883
402,Kricketune,Kricketune,Base,Bug,None,384,77,85,51,55,51,65,4,False,384,True,70.0,51.0,59.666666666666664,65,85,51,0.35294117647058826,0.15764705882352942,0.2658536585365853,0.34285714285714286,0.2846833367493339,Balanced,Kricketune,"('Bug',)",1.006874999999999,0.9131252342169732,0.17750000000000005,0.35999999999999954,0.18369028006589788,0.1771004942339374,0.0,1.0951400329489291,0.17130801687763886,0.3305044457299968,0.28028791263340846,0.2538416635143803,0.282398736048649
403,Shinx,Shinx,Base,Electric,None,263,45,65,34,40,34,45,4,False,263,True,52.5,34.0,37.666666666666664,45,65,34,0.25,0.07764705882352942,0.1048780487804878,0.22857142857142856,0.1736016601762656,Balanced,Shinx,"('Electric',)",1.0599999999999987,1.0279424206198797,0.2250000000000001,0.2787499999999998,0.05518945634266886,0.16474464579901152,0.0,0.972817133443163,0.24303797468354574,0.48356845033351176,0.24721518987341828,0.24682336291676196,0.23325904813655002
404,Luxio,Luxio,Base,Electric,None,363,60,85,49,60,49,60,4,False,363,True,72.5,49.0,52.666666666666664,60,85,49,0.36764705882352944,0.14823529411764705,0.2146341463414634,0.3142857142857143,0.27151926624308265,Balanced,Luxio,"('Electric',)",1.0599999999999987,1.0279424206198797,0.2250000000000001,0.2787499999999998,0.05518945634266886,0.16474464579901152,0.0,0.972817133443163,0.24303797468354574,0.48356845033351176,0.31780342516753596,0.29896826965994705,0.3046825980443181
405,Luxray,Luxray,Base,Electric,None,523,80,120,79,95,79,70,4,False,523,True,107.5,79.0,79.33333333333333,70,120,79,0.5735294117647058,0.28941176470588237,0.40975609756097564,0.37142857142857144,0.42932516909202706,Heavy hitter,Luxray,"('Electric',)",1.0599999999999987,1.0279424206198797,0.2250000000000001,0.2787499999999998,0.05518945634266886,0.16474464579901152,0.0,0.972817133443163,0.24303797468354574,0.48356845033351176,0.4413328369322418,0.39716052217070746,0.4157943525021987
406,Budew,Budew,Base,Grass,Poison,280,40,30,35,50,70,55,4,False,280,True,40.0,52.5,48.333333333333336,55,50,70,0.17647058823529413,0.16470588235294117,0.18292682926829273,0.2857142857142857,0.1966693994671039,Balanced,Budew,"('Grass', 'Poison')",1.3374999999999972,0.9329490865455523,0.31874999999999964,0.11000000000000004,0.24135090609555185,0.29983525535420097,0.0,1.0718698517298186,0.6177215189873422,0.35693183277145646,0.3529709605361134,0.2461514992491852,0.28739138676640935
407,Roserade,Roserade,Base,Grass,Poison,515,60,70,65,125,105,90,4,False,515,True,97.5,85.0,76.66666666666667,90,125,105,0.5147058823529411,0.3176470588235294,0.39024390243902446,0.4857142857142857,0.43475046116007376,Heavy hitter,Roserade,"('Grass', 'Poison')",1.3374999999999972,0.9329490865455523,0.31874999999999964,0.11000000000000004,0.24135090609555185,0.29983525535420097,0.0,1.0718698517298186,0.6177215189873422,0.35693183277145646,0.5559121370067015,0.351510179306574,0.46588762062580674
408,Cranidos,Cranidos,Base,Rock,None,350,67,125,40,30,30,58,4,False,350,True,77.5,35.0,45.666666666666664,58,125,40,0.39705882352941174,0.08235294117647059,0.16341463414634147,0.3028571428571429,0.25281317893010863,Heavy hitter,Cranidos,"('Rock',)",1.2499999999999976,0.8433483841446162,0.27374999999999994,0.1637500000000001,0.32125205930807244,0.271004942339374,0.0,1.1857495881383855,0.4995780590717305,0.2374841894835534,0.43806651774633926,0.16467086374177142,0.3079784144891549
409,Rampardos,Rampardos,Base,Rock,None,495,97,165,60,65,50,58,4,False,495,True,115.0,55.0,69.0,58,165,60,0.6176470588235294,0.17647058823529413,0.3341463414634147,0.3028571428571429,0.3876948145111704,Heavy hitter,Rampardos,"('Rock',)",1.2499999999999976,0.8433483841446162,0.27374999999999994,0.1637500000000001,0.32125205930807244,0.271004942339374,0.0,1.1857495881383855,0.4995780590717305,0.2374841894835534,0.5704194589228099,0.240294967041628,0.4038390672868593
410,Shieldon,Shieldon,Base,Rock,Steel,350,30,42,118,42,88,30,4,False,350,True,42.0,103.0,78.66666666666667,30,42,118,0.18823529411764706,0.4023529411764706,0.4048780487804879,0.14285714285714285,0.27601762656282025,Balanced,Shieldon,"('Rock', 'Steel')",1.3956249999999963,0.9254812265115042,0.3512499999999997,0.05625000000000002,0.2026359143327842,0.4538714991762768,0.051070840197693576,1.080518945634267,0.696202531645569,0.3469763496383059,0.3914221891288158,0.380833581462209,0.3336501655031835
411,Bastiodon,Bastiodon,Base,Rock,Steel,495,60,52,168,47,138,30,4,False,495,True,49.5,153.0,122.0,30,52,168,0.2323529411764706,0.6376470588235295,0.7219512195121952,0.14285714285714285,0.41369696659151467,Balanced,Bastiodon,"('Rock', 'Steel')",1.3956249999999963,0.9254812265115042,0.3512499999999997,0.05625000000000002,0.2026359143327842,0.4538714991762768,0.051070840197693576,1.080518945634267,0.696202531645569,0.3469763496383059,0.41789277736410996,0.5424548153216064,0.41337667195942457
412,Burmy,Burmy,Base,Bug,None,224,40,29,45,29,45,36,4,False,224,True,29.0,45.0,43.333333333333336,36,29,45,0.11176470588235295,0.12941176470588237,0.1463414634146342,0.17714285714285713,0.1361674523467924,Balanced,Burmy,"('Bug',)",1.006874999999999,0.9131252342169732,0.17750000000000005,0.35999999999999954,0.18369028006589788,0.1771004942339374,0.0,1.0951400329489291,0.17130801687763886,0.3305044457299968,0.1355820302804673,0.21408126179271608,0.16545373707344918
413,WormadamPlant Cloak,Wormadam,Plant Cloak,Bug,Grass,424,60,59,85,79,105,36,4,False,424,True,69.0,95.0,83.33333333333333,36,79,105,0.34705882352941175,0.36470588235294116,0.4390243902439025,0.17714285714285713,0.33588050830088134,Balanced,Wormadam (Plant Cloak),"('Bug', 'Grass')",1.3296874999999975,0.7128596589163759,0.35249999999999965,0.2287500000000001,0.3253706754530478,0.32207578253706753,0.0,1.4028006589785833,0.6071729957805914,0.06352829085219168,0.4511044924298836,0.26281447272538166,0.33623964360612874
413,WormadamSandy Cloak,Wormadam,Sandy Cloak,Bug,Ground,424,60,79,105,59,85,36,4,False,424,True,69.0,95.0,83.33333333333333,36,79,105,0.34705882352941175,0.36470588235294116,0.4390243902439025,0.17714285714285713,0.33588050830088134,Balanced,Wormadam (Sandy Cloak),"('Bug', 'Ground')",1.4190624999999963,0.8659058480376534,0.42624999999999924,0.11000000000000004,0.271004942339374,0.14991762767710048,0.04118616144975288,1.154859967051071,0.7278481012658222,0.26755578299091753,0.49937453462397596,0.34442546958087206,0.38003095954041277
413,WormadamTrash Cloak,Wormadam,Trash Cloak,Bug,Steel,424,60,69,95,69,95,36,4,False,424,True,69.0,95.0,83.33333333333333,36,69,95,0.34705882352941175,0.36470588235294116,0.4390243902439025,0.17714285714285713,0.33588050830088134,Balanced,Wormadam (Trash Cloak),"('Bug', 'Steel')",1.2553124999999972,1.1537182215247197,0.2875,0.13375000000000006,0.05271828665568369,0.4415156507413509,0.051070840197693576,0.8667627677100493,0.5067510548523207,0.6512414997422705,0.4109357160585754,0.49789975628141325,0.3906977181244149
414,Mothim,Mothim,Base,Bug,Flying,424,70,94,50,94,50,66,4,False,424,True,94.0,50.0,56.666666666666664,66,94,50,0.49411764705882355,0.15294117647058825,0.24390243902439024,0.3485714285714286,0.32967124410739906,Balanced,Mothim,"('Bug', 'Flying')",1.3637499999999967,0.8507358086665777,0.3412499999999996,0.05500000000000002,0.25617792421746294,0.18121911037891267,0.05518945634266886,1.1754530477759475,0.653164556962025,0.2473324431854836,0.5577364110201042,0.2134379987949969,0.38886236494836485
415,Combee,Combee,Base,Bug,Flying,244,30,30,42,30,42,70,4,False,244,True,30.0,42.0,38.0,70,30,42,0.11764705882352941,0.11529411764705882,0.10731707317073172,0.37142857142857144,0.16574912891986066,Balanced,Combee,"('Bug', 'Flying')",1.3637499999999967,0.8507358086665777,0.3412499999999996,0.05500000000000002,0.25617792421746294,0.18121911037891267,0.05518945634266886,1.1754530477759475,0.653164556962025,0.2473324431854836,0.33185405807892765,0.16611518674334697,0.26315283430683994
416,Vespiquen,Vespiquen,Base,Bug,Flying,474,70,80,102,80,102,40,4,False,474,True,80.0,102.0,91.33333333333333,40,80,102,0.4117647058823529,0.3976470588235294,0.49756097560975615,0.2,0.3830416068866571,Balanced,Vespiquen,"('Bug', 'Flying')",1.3637499999999967,0.8507358086665777,0.3412499999999996,0.05500000000000002,0.25617792421746294,0.18121911037891267,0.05518945634266886,1.1754530477759475,0.653164556962025,0.2473324431854836,0.5083246463142218,0.36249969176486774,0.3995360070881477
417,Pachirisu,Pachirisu,Base,Electric,None,405,60,45,70,45,90,95,4,False,405,True,45.0,80.0,73.33333333333333,95,45,90,0.20588235294117646,0.29411764705882354,0.3658536585365854,0.5142857142857142,0.3216161098585776,Balanced,Pachirisu,"('Electric',)",1.0599999999999987,1.0279424206198797,0.2250000000000001,0.2787499999999998,0.05518945634266886,0.16474464579901152,0.0,0.972817133443163,0.24303797468354574,0.48356845033351176,0.22074460163812418,0.3878319712381393,0.3300327056483352
418,Buizel,Buizel,Base,Water,None,330,55,65,35,60,30,85,4,False,330,True,62.5,32.5,40.0,85,65,35,0.3088235294117647,0.07058823529411765,0.12195121951219513,0.45714285714285713,0.24155410944865752,Balanced,Buizel,"('Water',)",1.0643749999999983,0.9946743128164401,0.17500000000000007,0.2874999999999998,0.11943986820428334,0.22817133443163096,0.0,1.005354200988468,0.24894514767932577,0.4392183842370741,0.28487217671878917,0.23088104092581963,0.2880177279539888
419,Floatzel,Floatzel,Base,Water,None,495,85,105,55,85,50,115,4,False,495,True,95.0,52.5,63.333333333333336,115,105,55,0.5,0.16470588235294117,0.29268292682926833,0.6285714285714286,0.4004273416683747,DPS,Floatzel,"('Water',)",1.0643749999999983,0.9946743128164401,0.17500000000000007,0.2874999999999998,0.11943986820428334,0.22817133443163096,0.0,1.005354200988468,0.24894514767932577,0.4392183842370741,0.3995780590717303,0.30650514422567615,0.4061325824323654
420,Cherubi,Cherubi,Base,Grass,None,275,45,35,45,62,53,35,4,False,275,True,48.5,49.0,47.666666666666664,35,62,53,0.22647058823529412,0.14823529411764705,0.17804878048780487,0.17142857142857143,0.18621899979503995,Balanced,Cherubi,"('Grass',)",1.0306249999999983,0.8784370469852222,0.20000000000000007,0.42874999999999935,0.27759472817133446,0.2784184514003295,0.0,1.13838550247117,0.20337552742616116,0.28426125674000846,0.21723256391164092,0.21009905075913107,0.2035698764759374
421,Cherrim,Cherrim,Base,Grass,None,450,70,60,70,87,78,85,4,False,450,True,73.5,74.0,72.66666666666667,85,87,78,0.3735294117647059,0.26588235294117646,0.36097560975609766,0.45714285714285713,0.3608295757327321,Balanced,Cherrim,"('Grass',)",1.0306249999999983,0.8784370469852222,0.20000000000000007,0.42874999999999935,0.27759472817133446,0.2784184514003295,0.0,1.13838550247117,0.20337552742616116,0.28426125674000846,0.305467858029288,0.29700722866443957,0.3339851767423855
422,Shellos,Shellos,Base,Water,None,325,76,48,48,57,62,34,4,False,325,True,52.5,55.0,62.0,34,57,62,0.25,0.17647058823529413,0.2829268292682927,0.1657142857142857,0.22134587005533923,Balanced,Shellos,"('Water',)",1.0643749999999983,0.9946743128164401,0.17500000000000007,0.2874999999999998,0.11943986820428334,0.22817133443163096,0.0,1.005354200988468,0.24894514767932577,0.4392183842370741,0.2495780590717303,0.30818376689425575,0.25034537706241256
423,Gastrodon,Gastrodon,Base,Water,Ground,475,111,83,68,92,82,39,4,False,475,True,87.5,75.0,87.0,39,92,82,0.45588235294117646,0.27058823529411763,0.46585365853658545,0.19428571428571428,0.3592337569174011,Balanced,Gastrodon,"('Ground', 'Water')",1.3187499999999965,0.911069417556444,0.3124999999999997,0.11250000000000004,0.07825370675453047,0.19192751235584846,0.04118616144975288,1.0976112026359144,0.5924050632911386,0.32776381481358496,0.5104914370811613,0.34227482291252154,0.3899069423866883
424,Ambipom,Ambipom,Base,Normal,None,482,75,100,66,60,66,115,4,False,482,True,80.0,66.0,69.0,115,100,66,0.4117647058823529,0.22823529411764706,0.3341463414634147,0.6285714285714286,0.39372002459520394,DPS,Ambipom,"('Normal',)",0.8799999999999981,0.9942669932784275,0.0,0.1787500000000001,0.04365733113673806,0.0,0.03789126853377265,1.0057660626029652,0.0,0.4386753822563193,0.24705882352941175,0.3388890912095579,0.35383397474962697
425,Drifloon,Drifloon,Base,Ghost,Flying,348,90,50,34,60,44,70,4,False,348,True,55.0,39.0,56.0,70,60,44,0.2647058823529412,0.1011764705882353,0.23902439024390248,0.37142857142857144,0.24003176880508303,Balanced,Drifloon,"('Flying', 'Ghost')",1.3924999999999956,1.101133785635577,0.3662499999999996,0.0075,0.200164744645799,0.1886326194398682,0.1828665568369028,0.9081548599670511,0.6919831223628676,0.5811406325361635,0.43561677835691176,0.3276241152813234,0.3642529969622099
426,Drifblim,Drifblim,Base,Ghost,Flying,498,150,80,44,90,54,80,4,False,498,True,85.0,49.0,82.66666666666667,80,90,54,0.4411764705882353,0.14823529411764705,0.43414634146341474,0.42857142857142855,0.3640141422422628,Balanced,Drifblim,"('Flying', 'Ghost')",1.3924999999999956,1.101133785635577,0.3662499999999996,0.0075,0.200164744645799,0.1886326194398682,0.1828665568369028,0.9081548599670511,0.6919831223628676,0.5811406325361635,0.5414991312980882,0.39287519132149556,0.45335004553773767
427,Buneary,Buneary,Base,Normal,None,350,55,66,44,44,56,85,4,False,350,True,55.0,50.0,51.666666666666664,85,66,56,0.2647058823529412,0.15294117647058825,0.20731707317073172,0.45714285714285713,0.26377433900389424,Balanced,Buneary,"('Normal',)",0.8799999999999981,0.9942669932784275,0.0,0.1787500000000001,0.04365733113673806,0.0,0.03789126853377265,1.0057660626029652,0.0,0.4386753822563193,0.1588235294117647,0.28082883295991656,0.25591564107469356
428,Lopunny,Lopunny,Base,Normal,None,480,65,76,84,54,96,105,4,False,480,True,65.0,90.0,81.66666666666667,105,76,96,0.3235294117647059,0.3411764705882353,0.42682926829268303,0.5714285714285714,0.3981809797089568,Balanced,Lopunny,"('Normal',)",0.8799999999999981,0.9942669932784275,0.0,0.1787500000000001,0.04365733113673806,0.0,0.03789126853377265,1.0057660626029652,0.0,0.4386753822563193,0.19411764705882353,0.4015892346815808,0.34356526189863285
428,LopunnyMega Lopunny,Lopunny,Mega Lopunny,Normal,Fighting,580,65,136,94,54,96,135,4,False,580,True,95.0,95.0,85.0,135,136,96,0.5,0.36470588235294116,0.451219512195122,0.7428571428571429,0.5049918015986883,DPS,Lopunny (Mega Lopunny),"('Fighting', 'Normal')",1.224999999999997,0.8916636055214987,0.2475000000000001,0.05750000000000002,0.23393739703459634,0.14909390444810544,0.03789126853377265,1.1214991762767708,0.46582278481012623,0.3018937217054976,0.4863291139240505,0.36120942555450897,0.4900718149043476
429,Mismagius,Mismagius,Base,Ghost,None,495,60,60,60,105,105,105,4,False,495,True,82.5,82.5,75.0,105,105,105,0.4264705882352941,0.3058823529411765,0.37804878048780494,0.5714285714285714,0.41563076450092235,DPS,Mismagius,"('Ghost',)",1.0056249999999984,1.114784204450553,0.15875000000000006,0.18375000000000005,0.07990115321252059,0.11037891268533773,0.12767710049423395,0.8970345963756177,0.16962025316455784,0.5993381501186227,0.3237304542069996,0.4413062786988121,0.4099429656818675
430,Honchkrow,Honchkrow,Base,Dark,Flying,505,100,125,52,105,52,71,4,False,505,True,115.0,52.0,68.0,71,125,52,0.6176470588235294,0.1623529411764706,0.326829268292683,0.37714285714285717,0.397559130969461,Heavy hitter,Honchkrow,"('Dark', 'Flying')",1.384374999999996,1.0584132508414004,0.36124999999999957,0.01375,0.15321252059308071,0.15815485996705106,0.12932454695222406,0.9448105436573312,0.6810126582278468,0.5241894361233334,0.6429932985852564,0.3482066209342688,0.4778646039312309
431,Glameow,Glameow,Base,Normal,None,310,49,55,42,42,37,85,4,False,310,True,48.5,39.5,42.666666666666664,85,55,42,0.22647058823529412,0.10352941176470588,0.14146341463414636,0.45714285714285713,0.22486831317893008,Balanced,Glameow,"('Normal',)",0.8799999999999981,0.9942669932784275,0.0,0.1787500000000001,0.04365733113673806,0.0,0.03789126853377265,1.0057660626029652,0.0,0.4386753822563193,0.13588235294117645,0.2470713006787114,0.23077600692835207
432,Purugly,Purugly,Base,Normal,None,452,71,82,64,64,59,112,4,False,452,True,73.0,61.5,64.66666666666667,112,82,64,0.37058823529411766,0.20705882352941177,0.302439024390244,0.6114285714285714,0.3642441073990572,Fast,Purugly,"('Normal',)",0.8799999999999981,0.9942669932784275,0.0,0.1787500000000001,0.04365733113673806,0.0,0.03789126853377265,1.0057660626029652,0.0,0.4386753822563193,0.2223529411764706,0.3235504972353829,0.3323572274653474
433,Chingling,Chingling,Base,Psychic,None,285,45,30,50,65,50,45,4,False,285,True,47.5,50.0,48.333333333333336,45,65,50,0.22058823529411764,0.15294117647058825,0.18292682926829273,0.22857142857142856,0.1977408280385325,Balanced,Chingling,"('Psychic',)",0.9878124999999977,0.9256576430623346,0.12250000000000003,0.21125000000000013,0.13920922570016475,0.11779242174629324,0.0,1.080313014827018,0.1455696202531643,0.3472115324066214,0.1905807892777363,0.23814573204442763,0.21162287381591696
434,Stunky,Stunky,Base,Poison,Dark,329,63,63,47,41,41,74,4,False,329,True,52.0,44.0,50.333333333333336,74,63,47,0.24705882352941178,0.12470588235294118,0.19756097560975613,0.3942857142857143,0.23601639680262348,Balanced,Stunky,"('Dark', 'Poison')",1.2593749999999964,1.140977442307193,0.2637499999999999,0.023749999999999997,0.05518945634266886,0.20922570016474465,0.07413509060955518,0.8764415156507414,0.5122362869198301,0.6342566323204146,0.3531298088855791,0.3467399556541343,0.33981922691372257
435,Skuntank,Skuntank,Base,Poison,Dark,479,103,93,67,71,61,84,4,False,479,True,82.0,64.0,77.0,84,93,67,0.4235294117647059,0.2188235294117647,0.39268292682926836,0.4514285714285714,0.3717634761221562,Balanced,Skuntank,"('Dark', 'Poison')",1.2593749999999964,1.140977442307193,0.2637499999999999,0.023749999999999997,0.05518945634266886,0.20922570016474465,0.07413509060955518,0.8764415156507414,0.5122362869198301,0.6342566323204146,0.4590121618267556,0.4284616199296006,0.4356221578421916
436,Bronzor,Bronzor,Base,Steel,Psychic,300,57,24,86,24,86,23,4,False,300,True,24.0,86.0,76.33333333333333,23,24,86,0.08235294117647059,0.32235294117647056,0.3878048780487805,0.10285714285714286,0.20754416888706703,Balanced,Bronzor,"('Psychic', 'Steel')",1.2312499999999968,1.1606118533374925,0.2475000000000001,0.06750000000000002,0.18780889621087313,0.5131795716639209,0.051070840197693576,0.8616144975288305,0.4742616033755269,0.6604314731650862,0.23911640605609313,0.4739473381899943,0.284390960641067
437,Bronzong,Bronzong,Base,Steel,Psychic,500,67,89,116,79,116,33,4,False,500,True,84.0,116.0,99.66666666666667,33,89,116,0.43529411764705883,0.46352941176470586,0.5585365853658538,0.16,0.41194261119081776,Balanced,Bronzong,"('Psychic', 'Steel')",1.2312499999999968,1.1606118533374925,0.2475000000000001,0.06750000000000002,0.18780889621087313,0.5131795716639209,0.051070840197693576,0.8616144975288305,0.4742616033755269,0.6604314731650862,0.45088111193844604,0.566042029725145,0.43595644537154465
438,Bonsly,Bonsly,Base,Rock,None,290,50,80,95,10,45,10,4,False,290,True,45.0,70.0,63.333333333333336,10,80,95,0.20588235294117646,0.24705882352941178,0.29268292682926833,0.02857142857142857,0.1980744004919041,Balanced,Bonsly,"('Rock',)",1.2499999999999976,0.8433483841446162,0.27374999999999994,0.1637500000000001,0.32125205930807244,0.271004942339374,0.0,1.1857495881383855,0.4995780590717305,0.2374841894835534,0.3233606353933981,0.2546349957360326,0.23973162723766894
